frame_path,mean_intensity,std_intensity,edge_density,histogram_diff,ssim,edge_diff
data\frames\input_video_1\input_video_1_frame_00083_83.00s.jpg,51.5333984375,58.1090799957042,0.04735677083333333,0.0732162962246045,0.7850327425351951,8.849739583333333
data\frames\input_video_1\input_video_1_frame_00084_84.00s.jpg,53.519253472222225,59.58737896345469,0.05058159722222222,0.09619828648466058,0.7537296698605024,10.5353515625
data\frames\input_video_1\input_video_1_frame_00085_85.00s.jpg,50.12982638888889,57.69454688785465,0.047447916666666666,0.0870277098397284,0.756385783095587,9.84140625
data\frames\input_video_1\input_video_1_frame_00086_86.00s.jpg,46.23957899305555,58.71048103768969,0.0443359375,0.20373643239311612,0.7287408244935382,10.725716145833333
data\frames\input_video_1\input_video_1_frame_00087_87.00s.jpg,42.59828993055555,59.83459304493881,0.04457899305555556,0.1595081925323248,0.824251677269859,6.569791666666666
data\frames\input_video_1\input_video_1_frame_00088_88.00s.jpg,45.503641493055554,55.16499238021313,0.03459635416666667,0.2235614667717833,0.7951965669233408,7.26484375
data\frames\input_video_1\input_video_1_frame_00089_89.00s.jpg,48.83114583333333,58.798393222621876,0.04940972222222222,0.08803377503706578,0.7798553499295661,9.149674479166666
data\frames\input_video_1\input_video_1_frame_00090_90.00s.jpg,48.978489583333335,60.12606820034493,0.05167534722222222,0.05570630501718185,0.8753088758879268,6.375
data\frames\input_video_1\input_video_1_frame_00091_91.00s.jpg,51.5266015625,59.43002979691688,0.04911892361111111,0.09976024423120587,0.78524210775051,9.5591796875
data\frames\input_video_1\input_video_1_frame_00092_92.00s.jpg,47.89879774305555,58.765781319660285,0.048138020833333336,0.10019891327715535,0.7947241807658797,8.544270833333334
data\frames\input_video_1\input_video_1_frame_00093_93.00s.jpg,50.48375434027778,58.32763272712825,0.04662326388888889,0.11135937974421695,0.8018105185992669,7.4806640625
data\frames\input_video_1\input_video_1_frame_00094_94.00s.jpg,47.58871527777778,58.706184927115736,0.047200520833333336,0.11588347449922921,0.7968799107335867,7.3943359375
data\frames\input_video_1\input_video_1_frame_00095_95.00s.jpg,49.14107638888889,58.9709212288353,0.05095052083333333,0.05966013551717445,0.8435971639181449,6.244401041666666
data\frames\input_video_1\input_video_1_frame_00096_96.00s.jpg,49.88,59.656900687621864,0.050342881944444445,0.06829538434335698,0.842848895263578,7.058984375
data\frames\input_video_1\input_video_1_frame_00097_97.00s.jpg,49.912608506944444,58.16048481403271,0.04620659722222222,0.08835643026192182,0.7540953965610164,10.7013671875
data\frames\input_video_1\input_video_1_frame_00098_98.00s.jpg,50.82677951388889,59.35567919457499,0.04791666666666667,0.08205022062450461,0.7472092253793938,10.589583333333334
data\frames\input_video_1\input_video_1_frame_00099_99.00s.jpg,50.15232638888889,58.34621442427495,0.050134548611111114,0.09511122839050473,0.7770077141631581,9.966471354166666
data\frames\input_video_1\input_video_1_frame_00100_100.00s.jpg,52.200772569444446,58.770991841571174,0.047734375,0.06796383678063135,0.828348418847382,7.571419270833333
data\frames\input_video_1\input_video_1_frame_00101_101.00s.jpg,50.431953125,58.702637127593455,0.05148003472222222,0.059364949928057575,0.7945070582304944,8.235481770833333
data\frames\input_video_1\input_video_1_frame_00102_102.00s.jpg,47.760082465277776,56.75725782174988,0.038901909722222225,0.1189653241811458,0.7541086171374141,9.675390625
data\frames\input_video_1\input_video_1_frame_00103_103.00s.jpg,43.14927517361111,58.18340528090691,0.04795572916666667,0.2137533900041411,0.6373975335156671,16.085807291666665
data\frames\input_video_1\input_video_1_frame_00104_104.00s.jpg,42.34041666666667,57.82722314174114,0.043307291666666664,0.0713059664305566,0.8405267105076579,5.479622395833333
data\frames\input_video_1\input_video_1_frame_00105_105.00s.jpg,47.2515234375,56.40855442989219,0.04822048611111111,0.1696000751407255,0.7651357592260478,8.280859375
data\frames\input_video_1\input_video_1_frame_00106_106.00s.jpg,45.15013888888889,59.50864273989619,0.04852430555555556,0.17632448055464525,0.7569856577485149,9.752864583333333
data\frames\input_video_1\input_video_1_frame_00107_107.00s.jpg,44.869066840277775,57.993115429651226,0.04337673611111111,0.10053343802755062,0.8146415957876986,8.716927083333333
data\frames\input_video_1\input_video_1_frame_00108_108.00s.jpg,47.93337239583333,57.12032356100368,0.049578993055555555,0.1349580267047636,0.7688211021455595,10.139127604166667
data\frames\input_video_1\input_video_1_frame_00109_109.00s.jpg,44.47343315972222,58.66797714653954,0.04248697916666667,0.1506216283162054,0.7738527069330675,10.21328125
data\frames\input_video_1\input_video_1_frame_00110_110.00s.jpg,48.60541666666666,57.548194538300294,0.04786024305555556,0.13653406965380302,0.7516928243549262,10.299609375
data\frames\input_video_1\input_video_1_frame_00111_111.00s.jpg,49.73153645833333,57.984209134246356,0.05279079861111111,0.08209891726711846,0.793176893552614,9.268098958333333
data\frames\input_video_1\input_video_1_frame_00112_112.00s.jpg,47.8056640625,56.78988646667259,0.04759982638888889,0.10621127634309759,0.8051270724432377,8.564192708333334
data\frames\input_video_1\input_video_1_frame_00113_113.00s.jpg,42.94940104166667,58.34674288272819,0.047521701388888886,0.17167345348330268,0.775039611254589,8.533203125
data\frames\input_video_1\input_video_1_frame_00114_114.00s.jpg,48.201953125,56.176846610891545,0.04860677083333333,0.2012653900818211,0.7904684113745672,7.537109375
data\frames\input_video_1\input_video_1_frame_00115_115.00s.jpg,50.9514453125,58.1955666258831,0.05724826388888889,0.08365541812055008,0.7922431979529352,8.819856770833333
data\frames\input_video_1\input_video_1_frame_00116_116.00s.jpg,49.234622395833334,56.8080689819969,0.052052951388888886,0.06309734952324689,0.8162693303536707,7.3345703125
data\frames\input_video_1\input_video_1_frame_00117_117.00s.jpg,50.89194444444445,57.76657589827185,0.05528211805555556,0.06841728690062862,0.8347851136919309,7.11875
data\frames\input_video_1\input_video_1_frame_00118_118.00s.jpg,50.12401475694445,57.403109548102435,0.0573828125,0.05681213241039644,0.7823520939454942,9.912239583333333
data\frames\input_video_1\input_video_1_frame_00119_119.00s.jpg,53.30706597222222,59.7586089544365,0.053046875,0.06568885007272911,0.8059951602825436,9.9044921875
data\frames\input_video_1\input_video_1_frame_00120_120.00s.jpg,50.264813368055556,56.388235155786404,0.055299479166666665,0.07861851977988968,0.7405300670445195,10.911653645833333
data\frames\input_video_1\input_video_1_frame_00121_121.00s.jpg,49.41322916666667,56.72210826748768,0.05361111111111111,0.0678331246773184,0.7724135800212613,10.052799479166667
data\frames\input_video_1\input_video_1_frame_00122_122.00s.jpg,51.58976128472222,56.422636225859335,0.05503472222222222,0.08488267313360782,0.7557076461017601,9.996354166666666
data\frames\input_video_1\input_video_1_frame_00123_123.00s.jpg,51.18152777777778,57.08994866557613,0.05534722222222222,0.09415099787558796,0.745225393515086,9.434114583333333
data\frames\input_video_1\input_video_1_frame_00124_124.00s.jpg,49.06698784722222,56.257583983707306,0.053059895833333336,0.08567793514005041,0.7532357418964829,9.8779296875
data\frames\input_video_1\input_video_1_frame_00125_125.00s.jpg,49.88426215277778,56.93047026881561,0.054765625,0.06590389832159191,0.7860553939532671,9.767252604166666
data\frames\input_video_1\input_video_1_frame_00126_126.00s.jpg,50.209986979166665,56.512979535584684,0.054348958333333336,0.06740782911569655,0.7779158380507505,9.980859375
data\frames\input_video_1\input_video_1_frame_00127_127.00s.jpg,51.90036892361111,57.96905020020507,0.05460503472222222,0.07486375041955962,0.7455197495783099,10.6216796875
data\frames\input_video_1\input_video_1_frame_00128_128.00s.jpg,51.30682291666667,57.857182060205865,0.05970486111111111,0.06911793889455214,0.7976762157419163,8.9748046875
data\frames\input_video_1\input_video_1_frame_00129_129.00s.jpg,48.600733506944444,56.99911153349498,0.05433159722222222,0.07887757570086153,0.795548154666725,9.730729166666666
data\frames\input_video_1\input_video_1_frame_00130_130.00s.jpg,50.09947916666667,56.903885214513345,0.05385416666666667,0.0815932990196162,0.7817986927216032,9.183984375
data\frames\input_video_1\input_video_1_frame_00131_131.00s.jpg,49.4301953125,56.42173634484067,0.05304253472222222,0.0394081245956375,0.8633486852387506,7.325716145833334
data\frames\input_video_1\input_video_1_frame_00132_132.00s.jpg,44.219327256944446,55.12835235364805,0.0415234375,0.1530129828012674,0.7805034947591569,9.106510416666667
data\frames\input_video_1\input_video_1_frame_00133_133.00s.jpg,41.367022569444444,53.36323924870073,0.0169921875,0.06677209817891211,0.7796702719421039,9.431901041666666
data\frames\input_video_1\input_video_1_frame_00134_134.00s.jpg,42.56823784722222,54.4413376933944,0.020277777777777777,0.10584030292443597,0.8364545934418596,4.5255859375
data\frames\input_video_1\input_video_1_frame_00135_135.00s.jpg,51.676662326388886,62.76022324705082,0.0312109375,0.10653400540755206,0.7631343071002131,7.770638020833333
data\frames\input_video_1\input_video_1_frame_00136_136.00s.jpg,55.53088975694445,70.25666623167928,0.03167100694444445,0.12438116013635218,0.8019706059119045,7.346744791666667
data\frames\input_video_1\input_video_1_frame_00137_137.00s.jpg,54.9373828125,65.94344238697866,0.034409722222222223,0.11998723766716542,0.828790007233138,6.0529296875
data\frames\input_video_1\input_video_1_frame_00138_138.00s.jpg,41.54871961805556,54.709925922581654,0.016844618055555555,0.15886707587675938,0.7694174112303771,7.250455729166666
data\frames\input_video_1\input_video_1_frame_00139_139.00s.jpg,42.78757378472222,55.76795208843324,0.02065972222222222,0.04849624809297199,0.8861234726593996,3.5162109375
data\frames\input_video_1\input_video_1_frame_00140_140.00s.jpg,43.93075520833333,56.154782421797194,0.023368055555555555,0.05489355739456968,0.8571679723419434,4.756901041666667
data\frames\input_video_1\input_video_1_frame_00141_141.00s.jpg,44.75131076388889,56.22438470018007,0.024053819444444444,0.04381727744621561,0.8491993657362332,4.960546875
data\frames\input_video_1\input_video_1_frame_00142_142.00s.jpg,45.27126302083333,56.28209575573969,0.025911458333333335,0.032642987676243976,0.8717642337703044,4.978255208333334
data\frames\input_video_1\input_video_1_frame_00143_143.00s.jpg,42.667026909722225,54.807796908938315,0.022834201388888888,0.062415509039270414,0.845264337247703,5.134309895833334
data\frames\input_video_1\input_video_1_frame_00144_144.00s.jpg,53.056705729166666,63.78620044277256,0.033745659722222224,0.10712937181159132,0.7574064197807161,7.804947916666666
data\frames\input_video_1\input_video_1_frame_00145_145.00s.jpg,55.93796875,70.47376991387664,0.036644965277777775,0.10734169045420132,0.8169529499432089,6.36171875
data\frames\input_video_1\input_video_1_frame_00146_146.00s.jpg,56.18369791666667,70.61541734305439,0.03640625,0.04186447666310822,0.9415992001238496,3.0336588541666667
data\frames\input_video_1\input_video_1_frame_00147_147.00s.jpg,41.94079427083334,55.19732835971039,0.022039930555555556,0.10107665046334427,0.8452139919739139,6.421484375
data\frames\input_video_1\input_video_1_frame_00148_148.00s.jpg,41.95958767361111,55.06092162263681,0.022235243055555555,0.04751291171575365,0.9011234415990796,3.0314453125
data\frames\input_video_1\input_video_1_frame_00149_149.00s.jpg,44.018255208333336,56.664382966336994,0.02599826388888889,0.05198875972067609,0.8679950438185655,4.3794921875
data\frames\input_video_1\input_video_1_frame_00150_150.00s.jpg,44.87838975694444,56.82260596472495,0.027174479166666668,0.051475967919440646,0.8535438087814455,5.271549479166667
data\frames\input_video_1\input_video_1_frame_00151_151.00s.jpg,45.92208767361111,57.12028641186564,0.029348958333333335,0.042551469428218976,0.8470166442722843,5.758528645833334
data\frames\input_video_1\input_video_1_frame_00152_152.00s.jpg,44.659344618055556,57.04896395301269,0.029969618055555557,0.1074391464628163,0.8445216456040867,5.889127604166666
data\frames\input_video_1\input_video_1_frame_00153_153.00s.jpg,45.38887152777778,55.01653912730239,0.02865017361111111,0.1104000033636484,0.8426918290749023,5.744140625
data\frames\input_video_1\input_video_1_frame_00154_154.00s.jpg,46.47694444444444,55.91321631217358,0.033359375,0.08477949981331089,0.7972442652592602,7.3013671875
data\frames\input_video_1\input_video_1_frame_00155_155.00s.jpg,46.56361111111111,56.46263082181867,0.03596354166666667,0.056730529599494754,0.8476865154354184,7.169661458333334
data\frames\input_video_1\input_video_1_frame_00156_156.00s.jpg,49.070577256944446,55.62366522053433,0.03362413194444445,0.1143283060541601,0.7536621062484791,8.492252604166667
data\frames\input_video_1\input_video_1_frame_00157_157.00s.jpg,48.41162326388889,55.06077641365709,0.02993923611111111,0.047283595563308266,0.8462141164899206,6.626236979166666
data\frames\input_video_1\input_video_1_frame_00158_158.00s.jpg,51.33038628472222,57.92731518061934,0.039348958333333336,0.08154358444669382,0.7824279441574601,8.163541666666667
data\frames\input_video_1\input_video_1_frame_00159_159.00s.jpg,48.115017361111114,55.385094783088014,0.037547743055555555,0.07397685080005359,0.748668071322188,9.968684895833333
data\frames\input_video_1\input_video_1_frame_00160_160.00s.jpg,49.211015625,56.55017886223217,0.03588541666666667,0.07575670980632342,0.761569885017016,9.171809895833333
data\frames\input_video_1\input_video_1_frame_00161_161.00s.jpg,48.70162760416667,55.80675772180596,0.036432291666666665,0.07424322469922744,0.7702479141387061,8.785546875
data\frames\input_video_1\input_video_1_frame_00162_162.00s.jpg,46.603216145833336,59.16570654359026,0.03209201388888889,0.20512831919300856,0.7222293503849643,8.2609375
data\frames\input_video_1\input_video_1_frame_00163_163.00s.jpg,47.430538194444445,57.11723401553464,0.032456597222222223,0.1473368697733913,0.7567872660184823,6.651692708333333
data\frames\input_video_1\input_video_1_frame_00164_164.00s.jpg,44.68375,56.14077732182385,0.03008246527777778,0.07758054696350226,0.8268128868566136,5.858138020833334
data\frames\input_video_1\input_video_1_frame_00165_165.00s.jpg,44.625186631944445,56.526129698784864,0.03075954861111111,0.040492280416261385,0.8654750029944643,4.849869791666666
data\frames\input_video_1\input_video_1_frame_00166_166.00s.jpg,46.75365451388889,57.19005534374764,0.03689670138888889,0.09397538490522578,0.8377820271689569,6.448046875
data\frames\input_video_1\input_video_1_frame_00167_167.00s.jpg,45.79445746527778,56.16262848375172,0.034405381944444445,0.06622043230736725,0.8358245659740554,7.306901041666666
data\frames\input_video_1\input_video_1_frame_00168_168.00s.jpg,46.084934895833335,56.41171264365104,0.031011284722222223,0.0769690341199089,0.8470807056620385,6.226692708333333
